,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
376,34.0,4.0,7.0,15.0,40.0,6.4,0.94976,1.61024,
377,26.0,1.0,1.0,0.0,21.0,4.9,0.608139,0.420861,0.0
378,31.0,1.0,15.0,2.0,60.0,4.8,0.80352,2.07648,
379,26.0,1.0,10.0,6.0,24.0,2.7,0.31104,0.33696,0.0
380,28.0,1.0,12.0,7.0,45.0,7.7,1.853775,1.611225,0.0
381,48.0,1.0,13.0,20.0,50.0,30.8,6.1138,9.2862,
382,39.0,2.0,2.0,12.0,46.0,16.0,4.00384,3.35616,1.0
383,37.0,1.0,3.0,3.0,25.0,3.7,0.27565,0.64935,
384,52.0,5.0,9.0,0.0,70.0,9.4,1.32916,5.25084,1.0
385,48.0,1.0,3.0,11.0,27.0,21.3,1.403244,4.347756,
386,26.0,1.0,7.0,3.0,22.0,5.1,0.208692,0.913308,
387,46.0,5.0,15.0,0.0,126.0,3.1,0.476532,3.429468,
388,31.0,1.0,7.0,10.0,23.0,4.9,0.2254,0.9016,
389,34.0,1.0,13.0,8.0,56.0,6.1,0.864248,2.551752,
390,40.0,1.0,22.0,4.0,95.0,3.6,0.6327,2.7873,
391,24.0,3.0,2.0,5.0,16.0,6.4,0.270336,0.753664,1.0
392,33.0,1.0,2.0,14.0,44.0,3.1,0.52514,0.83886,
393,53.0,4.0,5.0,29.0,78.0,17.3,6.935916,6.558084,
394,47.0,3.0,9.0,1.0,52.0,20.1,2.539836,7.912164,
395,35.0,1.0,5.0,5.0,32.0,13.0,0.17472,3.98528,
396,34.0,1.0,14.0,8.0,28.0,17.0,1.13764,3.62236,
397,49.0,1.0,11.0,5.0,39.0,10.1,2.457936,1.481064,
398,26.0,2.0,0.0,7.0,28.0,9.3,1.270752,1.333248,
399,23.0,1.0,2.0,2.0,16.0,9.6,0.804864,0.731136,
400,23.0,2.0,0.0,4.0,21.0,8.7,0.454923,1.372077,
401,38.0,2.0,4.0,13.0,56.0,1.6,0.441728,0.454272,
402,28.0,2.0,5.0,2.0,37.0,8.3,1.123986,1.947014,0.0
403,30.0,3.0,0.0,8.0,65.0,29.7,3.89961,15.40539,
404,34.0,1.0,18.0,10.0,34.0,15.4,2.099636,3.136364,0.0
405,50.0,2.0,16.0,14.0,71.0,11.1,1.662891,6.218109,
406,29.0,1.0,12.0,2.0,40.0,6.7,1.63212,1.04788,
407,42.0,3.0,0.0,9.0,64.0,6.6,0.278784,3.945216,
408,31.0,1.0,13.0,12.0,27.0,5.0,0.2376,1.1124,0.0
409,39.0,1.0,10.0,4.0,31.0,4.8,0.184512,1.303488,
410,45.0,2.0,21.0,26.0,132.0,3.0,2.55816,1.40184,
411,45.0,1.0,22.0,24.0,91.0,11.7,1.256346,9.390654,
412,36.0,1.0,14.0,17.0,53.0,5.7,1.888125,1.132875,
413,25.0,4.0,0.0,6.0,24.0,12.1,1.5972,1.3068,
414,29.0,2.0,1.0,7.0,29.0,21.2,2.330092,3.817908,
415,30.0,2.0,8.0,4.0,56.0,6.4,0.333312,3.250688,
416,31.0,1.0,1.0,1.0,24.0,4.5,0.21708,0.86292,
417,43.0,1.0,4.0,2.0,29.0,4.6,0.05336,1.28064,
418,32.0,2.0,11.0,4.0,57.0,23.8,5.439966,8.126034,
419,47.0,1.0,19.0,7.0,50.0,30.1,3.17555,11.87445,
420,46.0,1.0,1.0,15.0,21.0,14.8,1.376844,1.731156,
421,43.0,2.0,16.0,10.0,83.0,4.1,0.258628,3.144372,
422,48.0,1.0,3.0,7.0,24.0,7.0,0.7644,0.9156,
423,30.0,3.0,8.0,7.0,61.0,2.8,0.549976,,
424,23.0,4.0,0.0,4.0,32.0,18.4,0.818432,,
425,36.0,4.0,8.0,0.0,32.0,1.6,0.024576,,
426,20.0,3.0,0.0,1.0,17.0,2.3,0.043792,,
427,43.0,1.0,16.0,7.0,89.0,0.4,0.159488,,
428,23.0,1.0,2.0,1.0,25.0,4.5,0.12375,,
429,41.0,1.0,21.0,2.0,76.0,20.5,6.94868,,
430,34.0,1.0,12.0,5.0,68.0,25.1,7.817144,,
431,50.0,1.0,11.0,5.0,36.0,4.8,0.834624,,
432,40.0,1.0,9.0,4.0,64.0,6.6,0.789888,,
433,29.0,2.0,0.0,8.0,22.0,12.9,1.038708,1.799292,
434,39.0,2.0,9.0,16.0,56.0,18.7,4.76476,5.70724,
435,24.0,2.0,1.0,2.0,42.0,5.7,0.8379,1.5561,
436,27.0,1.0,0.0,5.0,16.0,1.1,0.130416,0.045584,
437,40.0,3.0,18.0,14.0,157.0,6.6,3.326202,7.035798,
438,32.0,2.0,8.0,2.0,45.0,3.7,0.98235,0.68265,
439,39.0,2.0,16.0,12.0,53.0,3.7,0.694194,1.266806,
440,40.0,1.0,22.0,1.0,100.0,14.6,5.402,9.198,
441,32.0,1.0,10.0,11.0,42.0,9.1,1.540266,2.281734,
442,39.0,1.0,23.0,1.0,75.0,18.9,3.132675,11.042325,
443,24.0,1.0,3.0,3.0,21.0,28.9,2.682498,3.386502,
444,43.0,4.0,18.0,14.0,446.0,6.5,16.03147,12.95853,
445,56.0,1.0,11.0,20.0,59.0,15.0,4.6728,4.1772,
446,32.0,3.0,5.0,9.0,23.0,4.5,0.326025,0.708975,
447,42.0,1.0,7.0,12.0,25.0,10.2,1.62945,0.92055,
448,46.0,3.0,3.0,13.0,43.0,13.2,3.042336,2.633664,
449,31.0,1.0,2.0,2.0,22.0,16.4,1.739056,1.868944,
450,43.0,1.0,25.0,16.0,242.0,2.6,1.63592,4.65608,
451,28.0,2.0,6.0,9.0,22.0,11.5,0.65021,1.87979,
452,39.0,3.0,11.0,17.0,39.0,12.9,2.560779,2.470221,
453,39.0,1.0,0.0,8.0,39.0,7.9,1.066026,2.014974,
454,37.0,4.0,1.0,14.0,33.0,16.1,2.693691,2.619309,
455,30.0,1.0,0.0,11.0,17.0,12.0,0.30396,1.73604,
456,37.0,5.0,9.0,16.0,177.0,5.9,0.887655,9.555345,
457,22.0,1.0,4.0,3.0,14.0,17.5,0.2254,2.2246,0.0
458,50.0,1.0,1.0,26.0,26.0,14.3,1.851564,1.866436,0.0
459,30.0,1.0,10.0,2.0,19.0,4.4,0.336072,0.499928,0.0
460,39.0,1.0,8.0,0.0,21.0,4.0,0.27636,0.56364,0.0
461,21.0,2.0,0.0,2.0,21.0,12.5,0.48825,2.13675,1.0
462,31.0,3.0,9.0,2.0,28.0,2.6,0.121576,0.606424,0.0
463,31.0,2.0,9.0,1.0,30.0,5.8,0.60204,1.13796,0.0
464,48.0,1.0,0.0,23.0,30.0,22.3,2.66262,4.02738,0.0
465,28.0,1.0,4.0,1.0,16.0,23.8,1.08528,2.72272,0.0
466,47.0,3.0,16.0,26.0,221.0,17.6,15.791776,23.104224,1.0
467,27.0,2.0,6.0,1.0,34.0,4.4,0.237864,1.258136,0.0
468,29.0,2.0,6.0,10.0,65.0,18.4,1.98536,9.97464,0.0
469,21.0,2.0,2.0,0.0,20.0,4.5,0.2907,0.6093,1.0
470,29.0,1.0,7.0,5.0,20.0,19.8,1.00584,2.95416,1.0
471,24.0,4.0,0.0,3.0,29.0,6.6,0.589512,1.324488,1.0
472,44.0,1.0,12.0,3.0,31.0,9.7,0.357833,2.649167,0.0
473,22.0,1.0,1.0,0.0,18.0,4.4,0.270072,0.521928,0.0
474,38.0,2.0,13.0,0.0,59.0,2.4,0.407808,1.008192,0.0
475,52.0,2.0,12.0,16.0,76.0,7.7,0.99484,4.85716,0.0
476,25.0,1.0,3.0,2.0,18.0,16.3,0.35208,2.58192,1.0
477,25.0,1.0,5.0,5.0,22.0,10.9,0.402864,1.995136,0.0
478,51.0,2.0,27.0,21.0,166.0,11.5,0.82087,18.26913,0.0
479,38.0,1.0,21.0,16.0,58.0,16.5,4.58403,4.98597,0.0
480,44.0,1.0,9.0,20.0,33.0,5.2,0.545688,1.170312,0.0
481,24.0,2.0,2.0,3.0,26.0,9.7,0.887744,1.634256,1.0
482,34.0,1.0,5.0,3.0,33.0,7.3,0.778107,1.630893,0.0
483,25.0,2.0,6.0,2.0,26.0,4.5,0.0702,1.0998,0.0
484,45.0,3.0,5.0,17.0,94.0,10.5,3.61242,6.25758,1.0
485,34.0,2.0,4.0,10.0,25.0,5.8,0.56985,0.88015,0.0
486,27.0,4.0,2.0,8.0,23.0,5.7,0.319884,0.991116,1.0
487,33.0,2.0,10.0,13.0,57.0,20.9,6.111369,5.801631,1.0
488,35.0,2.0,0.0,16.0,22.0,15.0,1.9701,1.3299,1.0
489,50.0,2.0,15.0,31.0,60.0,1.1,0.46794,0.19206,0.0
490,33.0,1.0,13.0,13.0,42.0,3.6,0.228312,1.283688,0.0
491,41.0,3.0,13.0,13.0,91.0,25.2,2.316132,20.615868,1.0
492,28.0,1.0,0.0,2.0,28.0,33.3,2.28438,7.03962,1.0
493,38.0,3.0,12.0,14.0,63.0,16.0,5.71536,4.36464,1.0
494,25.0,1.0,3.0,2.0,16.0,17.8,1.01104,1.83696,1.0
495,47.0,2.0,4.0,9.0,33.0,7.1,1.19493,1.14807,1.0
496,30.0,2.0,12.0,9.0,98.0,7.2,2.935296,4.120704,0.0
497,44.0,2.0,12.0,5.0,86.0,13.0,1.47576,9.70424,0.0
498,25.0,1.0,0.0,2.0,18.0,18.9,0.513702,2.888298,1.0
499,41.0,2.0,6.0,0.0,36.0,19.5,4.51386,2.50614,1.0
500,22.0,3.0,0.0,1.0,18.0,7.7,0.47817,0.90783,0.0
501,35.0,2.0,3.0,11.0,40.0,17.2,1.80256,5.07744,1.0
502,42.0,5.0,6.0,23.0,190.0,7.8,3.15666,11.66334,0.0
503,38.0,1.0,3.0,19.0,23.0,14.7,0.831726,2.549274,0.0
504,23.0,2.0,1.0,3.0,18.0,18.7,0.885258,2.480742,1.0
505,28.0,3.0,2.0,5.0,30.0,19.9,1.52235,4.44765,0.0
506,52.0,1.0,19.0,25.0,89.0,4.7,0.397385,3.785615,0.0
507,25.0,1.0,9.0,2.0,20.0,3.5,0.105,0.595,0.0
508,28.0,2.0,1.0,4.0,16.0,14.7,0.573888,1.778112,0.0
509,43.0,1.0,19.0,11.0,79.0,7.5,0.7821,5.1429,0.0
510,24.0,2.0,3.0,1.0,24.0,19.1,2.172816,2.411184,0.0
511,34.0,3.0,13.0,7.0,52.0,9.2,1.497392,3.286608,0.0
512,29.0,2.0,6.0,9.0,25.0,4.2,0.58485,0.46515,0.0
513,31.0,1.0,6.0,9.0,21.0,8.3,0.728574,1.014426,0.0
514,42.0,2.0,14.0,1.0,48.0,8.6,1.201248,2.926752,1.0
515,49.0,2.0,11.0,1.0,51.0,15.0,0.54315,7.10685,0.0
516,39.0,1.0,22.0,9.0,73.0,14.3,3.726723,6.712277,0.0
517,45.0,3.0,0.0,19.0,22.0,4.2,0.030492,0.893508,0.0
518,41.0,1.0,7.0,22.0,32.0,2.9,0.072384,0.855616,0.0
519,29.0,2.0,9.0,0.0,46.0,1.6,0.241408,0.494592,0.0
520,35.0,3.0,7.0,5.0,38.0,15.1,1.382858,4.355142,0.0
521,27.0,2.0,5.0,6.0,25.0,6.8,0.7055,0.9945,0.0
522,28.0,1.0,4.0,7.0,19.0,4.1,0.286672,0.492328,0.0
523,48.0,1.0,17.0,22.0,66.0,3.2,1.46784,0.64416,0.0
524,24.0,1.0,2.0,5.0,18.0,6.0,0.52812,0.55188,0.0
525,31.0,1.0,6.0,12.0,33.0,4.2,0.14553,1.24047,0.0
526,43.0,1.0,10.0,9.0,69.0,6.4,0.410688,4.005312,0.0
527,42.0,1.0,3.0,10.0,24.0,10.6,0.666528,1.877472,0.0
528,51.0,2.0,31.0,14.0,249.0,7.8,4.27284,15.14916,0.0
529,22.0,1.0,4.0,3.0,19.0,23.1,1.88727,2.50173,1.0
530,37.0,1.0,6.0,10.0,31.0,11.7,1.701063,1.925937,1.0
531,22.0,3.0,1.0,3.0,25.0,13.8,1.97685,1.47315,1.0
532,49.0,2.0,2.0,13.0,20.0,16.9,0.37856,3.00144,1.0
533,29.0,1.0,9.0,8.0,30.0,8.2,0.15498,2.30502,0.0
534,42.0,1.0,2.0,16.0,30.0,9.7,1.47246,1.43754,0.0
535,34.0,1.0,15.0,0.0,67.0,13.2,3.741012,5.102988,0.0
536,34.0,2.0,9.0,7.0,27.0,1.7,0.295137,0.163863,0.0
537,32.0,2.0,5.0,5.0,43.0,15.0,1.806,4.644,1.0
538,42.0,2.0,18.0,23.0,66.0,9.6,1.641024,4.694976,0.0
539,24.0,1.0,3.0,0.0,14.0,16.1,0.838488,1.415512,1.0
540,34.0,1.0,16.0,9.0,48.0,7.6,1.473792,2.174208,0.0
541,26.0,1.0,10.0,2.0,32.0,4.7,0.126336,1.377664,0.0
542,30.0,2.0,12.0,9.0,68.0,20.1,2.856612,10.811388,0.0
543,32.0,1.0,4.0,3.0,16.0,28.5,0.89376,3.66624,1.0
544,38.0,3.0,13.0,18.0,25.0,5.7,0.343425,1.081575,0.0
545,43.0,2.0,10.0,24.0,37.0,8.5,0.676175,2.468825,0.0
546,31.0,2.0,9.0,8.0,53.0,13.5,1.194885,5.960115,0.0
547,37.0,4.0,10.0,18.0,123.0,17.3,3.021618,18.257382,0.0
548,37.0,2.0,4.0,11.0,20.0,21.7,0.1736,4.1664,1.0
549,41.0,3.0,12.0,11.0,86.0,26.5,4.99101,17.79899,1.0
550,32.0,1.0,0.0,4.0,20.0,3.0,0.2634,0.3366,1.0
551,22.0,2.0,0.0,1.0,35.0,9.0,0.7812,2.3688,1.0
552,32.0,2.0,12.0,3.0,63.0,18.2,5.549544,5.916456,0.0
553,47.0,2.0,17.0,23.0,41.0,9.5,0.455715,3.439285,0.0
554,40.0,1.0,21.0,21.0,46.0,6.2,0.966828,1.885172,0.0
555,31.0,1.0,8.0,1.0,22.0,6.7,0.369974,1.104026,0.0
556,34.0,3.0,7.0,0.0,27.0,2.2,0.125334,0.468666,0.0
557,52.0,4.0,13.0,17.0,234.0,7.7,7.38738,10.63062,0.0
558,28.0,1.0,2.0,2.0,17.0,2.5,0.199325,0.225675,1.0
559,38.0,3.0,15.0,18.0,63.0,13.4,5.090526,3.351474,0.0
560,33.0,2.0,10.0,4.0,26.0,3.1,0.030628,0.775372,0.0
561,39.0,2.0,9.0,12.0,32.0,6.6,1.429824,0.682176,0.0
562,47.0,3.0,23.0,11.0,115.0,4.0,0.6532,3.9468,0.0
563,36.0,2.0,11.0,8.0,49.0,1.3,0.272636,0.364364,0.0
564,29.0,3.0,7.0,2.0,84.0,13.6,6.91152,4.51248,1.0
565,48.0,4.0,14.0,10.0,59.0,16.5,4.935645,4.799355,1.0
566,38.0,3.0,12.0,18.0,64.0,5.8,0.894592,2.817408,0.0
567,46.0,2.0,9.0,26.0,15.0,4.3,0.014835,0.630165,0.0
568,27.0,3.0,5.0,4.0,42.0,19.9,2.707992,5.650008,1.0
569,54.0,1.0,18.0,34.0,114.0,8.5,3.2946,6.3954,0.0
570,27.0,4.0,0.0,0.0,25.0,12.7,1.419225,1.755775,1.0
571,23.0,1.0,1.0,0.0,17.0,1.6,0.011696,0.260304,0.0
572,41.0,1.0,23.0,2.0,91.0,13.7,0.573482,11.893518,0.0
573,24.0,1.0,3.0,5.0,15.0,11.3,0.072885,1.622115,1.0
574,28.0,1.0,9.0,0.0,22.0,27.7,5.283498,0.810502,1.0
575,26.0,1.0,0.0,0.0,14.0,10.5,0.25578,1.21422,0.0
576,24.0,1.0,8.0,0.0,17.0,5.6,0.569296,0.382704,1.0
577,49.0,2.0,22.0,4.0,79.0,7.3,0.28835,5.47865,0.0
578,28.0,2.0,3.0,1.0,36.0,8.6,0.383904,2.712096,0.0
579,38.0,1.0,6.0,17.0,18.0,13.0,0.13104,2.20896,0.0
580,33.0,2.0,2.0,9.0,37.0,4.5,0.834165,0.830835,0.0
581,26.0,1.0,8.0,4.0,25.0,4.7,0.210325,0.964675,0.0
582,36.0,1.0,9.0,1.0,40.0,9.8,1.97568,1.94432,0.0
583,37.0,3.0,16.0,14.0,50.0,36.6,7.32,10.98,1.0
584,25.0,4.0,0.0,1.0,18.0,33.4,2.801592,3.210408,1.0
585,29.0,1.0,9.0,2.0,33.0,4.8,0.693792,0.890208,0.0
586,27.0,2.0,8.0,4.0,38.0,6.9,0.364458,2.257542,0.0
587,45.0,1.0,17.0,0.0,62.0,15.0,2.4366,6.8634,0.0
588,37.0,1.0,9.0,8.0,57.0,5.5,1.357455,1.777545,0.0
589,29.0,2.0,3.0,6.0,26.0,6.1,0.537654,1.048346,1.0
590,51.0,1.0,10.0,1.0,44.0,13.2,4.960032,0.847968,1.0
591,22.0,3.0,0.0,0.0,23.0,8.4,0.372876,1.559124,1.0
592,30.0,4.0,7.0,10.0,30.0,15.7,0.26376,4.44624,0.0
593,31.0,1.0,7.0,2.0,20.0,12.3,0.1107,2.3493,0.0
594,28.0,1.0,2.0,0.0,18.0,14.8,1.939392,0.724608,1.0
595,35.0,1.0,10.0,16.0,39.0,5.7,0.217854,2.005146,0.0
596,25.0,4.0,1.0,1.0,34.0,8.5,0.13294,2.75706,1.0
597,32.0,2.0,5.0,0.0,28.0,14.8,2.594144,1.549856,1.0
598,33.0,1.0,2.0,10.0,24.0,9.6,1.041408,1.262592,0.0
599,28.0,2.0,3.0,4.0,41.0,25.1,5.896743,4.394257,1.0
600,46.0,3.0,4.0,17.0,73.0,5.4,2.223288,1.718712,0.0
601,41.0,1.0,24.0,12.0,83.0,14.0,6.58854,5.03146,0.0
602,42.0,2.0,11.0,5.0,73.0,6.8,2.869192,2.094808,0.0
603,41.0,4.0,9.0,13.0,47.0,5.0,0.4371,1.9129,0.0
604,26.0,1.0,3.0,5.0,29.0,25.7,2.526567,4.926433,1.0
605,47.0,1.0,27.0,8.0,113.0,9.2,2.380684,8.015316,0.0
606,29.0,1.0,1.0,3.0,18.0,25.6,1.98144,2.62656,1.0
607,34.0,1.0,3.0,14.0,36.0,4.7,0.624348,1.067652,0.0
608,36.0,1.0,7.0,2.0,43.0,6.2,1.03974,1.62626,0.0
609,38.0,2.0,7.0,4.0,64.0,3.0,0.65088,1.26912,0.0
610,41.0,2.0,4.0,14.0,26.0,19.2,1.47264,3.51936,1.0
611,46.0,1.0,9.0,23.0,31.0,13.8,1.617084,2.660916,0.0
612,40.0,3.0,3.0,15.0,55.0,16.5,1.751475,7.323525,1.0
613,44.0,2.0,17.0,0.0,129.0,2.5,0.551475,2.673525,0.0
614,35.0,3.0,10.0,15.0,39.0,10.4,1.60212,2.45388,0.0
615,36.0,1.0,20.0,15.0,60.0,5.4,1.05624,2.18376,0.0
616,28.0,2.0,0.0,3.0,30.0,4.8,0.12096,1.31904,1.0
617,29.0,2.0,6.0,7.0,18.0,5.1,0.44982,0.46818,1.0
618,23.0,2.0,3.0,3.0,22.0,11.4,1.274064,1.233936,1.0
619,41.0,2.0,7.0,17.0,63.0,15.4,4.637556,5.064444,0.0
620,25.0,1.0,1.0,1.0,19.0,6.9,0.190095,1.120905,0.0
621,45.0,2.0,2.0,19.0,29.0,5.4,0.443178,1.122822,0.0
622,48.0,2.0,30.0,14.0,148.0,7.2,3.974688,6.681312,0.0
623,38.0,1.0,18.0,7.0,45.0,7.0,0.5355,2.6145,0.0
624,29.0,1.0,6.0,4.0,46.0,5.4,1.169964,1.314036,0.0
625,42.0,4.0,15.0,8.0,186.0,3.6,2.403864,4.292136,0.0
626,31.0,1.0,11.0,12.0,47.0,10.9,2.863757,2.259243,0.0
627,40.0,1.0,3.0,13.0,23.0,6.9,0.409446,1.177554,0.0
628,26.0,1.0,2.0,6.0,21.0,19.8,1.022868,3.135132,0.0
629,25.0,1.0,6.0,6.0,22.0,20.2,2.261996,2.182004,0.0
630,53.0,4.0,7.0,11.0,61.0,7.9,1.874591,2.944409,0.0
631,50.0,3.0,18.0,27.0,102.0,14.1,5.781564,8.600436,0.0
632,47.0,1.0,31.0,9.0,136.0,23.1,14.231448,17.184552,1.0
633,23.0,1.0,1.0,,,,1.210104,0.553896,1.0
634,37.0,3.0,12.0,,,,0.319882,3.083118,0.0
635,41.0,1.0,24.0,,,,5.06,6.44,0.0
636,28.0,2.0,0.0,,,,2.148349,1.708651,1.0
637,31.0,1.0,7.0,,,,2.995706,9.591294,1.0
638,41.0,2.0,6.0,,,,0.124488,1.072512,0.0
639,36.0,1.0,7.0,,,,1.69488,2.26512,0.0
640,41.0,1.0,1.0,16.0,19.0,4.4,0.241604,0.594396,0.0
641,53.0,2.0,16.0,31.0,44.0,5.6,1.333024,1.130976,0.0
642,31.0,2.0,6.0,5.0,25.0,11.5,2.331625,0.543375,0.0
643,28.0,2.0,5.0,6.0,25.0,2.9,0.338575,0.386425,0.0
644,48.0,1.0,28.0,25.0,70.0,12.0,4.3344,4.0656,0.0
645,23.0,2.0,0.0,1.0,42.0,3.9,1.018836,0.619164,1.0
646,31.0,1.0,11.0,6.0,34.0,6.8,0.298248,2.013752,0.0
647,27.0,1.0,6.0,6.0,43.0,4.9,0.882833,1.224167,0.0
648,43.0,1.0,11.0,17.0,37.0,1.3,0.179894,0.301106,0.0
649,29.0,2.0,5.0,7.0,28.0,18.7,2.125816,3.110184,0.0
650,53.0,1.0,6.0,7.0,27.0,6.4,0.594432,1.133568,1.0
651,38.0,1.0,4.0,9.0,19.0,13.6,1.245488,1.338512,0.0
652,30.0,1.0,12.0,10.0,38.0,8.5,0.17119,3.05881,0.0
653,28.0,3.0,2.0,0.0,20.0,9.4,0.23312,1.64688,1.0
654,36.0,1.0,11.0,2.0,33.0,32.5,1.26555,9.45945,0.0
655,48.0,1.0,15.0,5.0,60.0,2.1,0.3213,0.9387,0.0
656,31.0,1.0,12.0,9.0,24.0,6.6,0.441936,1.142064,0.0
657,35.0,1.0,16.0,10.0,57.0,10.5,1.143135,4.841865,0.0
658,50.0,1.0,4.0,4.0,23.0,12.5,0.140875,2.734125,0.0
659,42.0,2.0,12.0,9.0,55.0,15.0,2.53275,5.71725,0.0
660,40.0,1.0,2.0,3.0,28.0,7.1,0.184884,1.803116,0.0
661,37.0,2.0,0.0,13.0,31.0,0.9,0.118017,0.160983,1.0
662,31.0,3.0,6.0,8.0,54.0,2.8,0.402192,1.109808,0.0
663,38.0,1.0,11.0,13.0,35.0,8.0,1.2656,1.5344,0.0
664,35.0,1.0,15.0,1.0,77.0,10.6,5.501188,2.660812,0.0
665,44.0,1.0,24.0,10.0,101.0,5.6,2.992024,2.663976,0.0
666,44.0,2.0,21.0,14.0,113.0,13.2,3.192024,11.723976,0.0
667,33.0,1.0,0.0,12.0,23.0,0.9,0.077418,0.129582,0.0
668,35.0,1.0,7.0,14.0,29.0,4.9,0.264306,1.156694,0.0
669,36.0,3.0,10.0,4.0,43.0,13.0,0.96148,4.62852,0.0
670,23.0,2.0,3.0,4.0,24.0,6.3,0.55188,0.96012,0.0
671,27.0,1.0,0.0,7.0,18.0,12.8,0.582912,1.721088,0.0
672,34.0,1.0,6.0,1.0,20.0,1.2,0.04248,0.19752,0.0
673,35.0,1.0,0.0,5.0,34.0,11.1,1.369962,2.404038,1.0
674,24.0,2.0,4.0,4.0,20.0,3.7,0.32412,0.41588,0.0
675,48.0,1.0,30.0,8.0,101.0,6.4,1.87456,4.58944,0.0
676,26.0,2.0,8.0,1.0,40.0,11.8,0.44368,4.27632,0.0
677,40.0,1.0,6.0,9.0,36.0,2.1,0.390852,0.365148,1.0
678,34.0,1.0,9.0,8.0,48.0,9.3,0.419616,4.044384,0.0
679,35.0,1.0,17.0,4.0,42.0,3.0,0.09324,1.16676,0.0
680,30.0,1.0,7.0,2.0,33.0,25.4,1.165098,7.216902,1.0
681,20.0,1.0,4.0,0.0,14.0,9.7,0.200984,1.157016,1.0
682,36.0,4.0,1.0,17.0,30.0,11.5,0.3243,3.1257,0.0
683,21.0,1.0,1.0,1.0,16.0,6.3,0.14112,0.86688,0.0
684,34.0,1.0,18.0,10.0,53.0,10.5,0.840315,4.724685,0.0
685,35.0,1.0,7.0,5.0,39.0,16.1,1.701609,4.577391,1.0
686,35.0,3.0,1.0,4.0,20.0,7.9,0.8532,0.7268,0.0
687,34.0,1.0,10.0,1.0,33.0,10.3,2.501664,0.897336,1.0
688,33.0,1.0,12.0,12.0,68.0,10.8,1.365984,5.978016,0.0
689,30.0,1.0,4.0,2.0,18.0,10.7,0.227268,1.698732,0.0
690,24.0,2.0,0.0,5.0,16.0,7.3,0.024528,1.143472,0.0
691,47.0,1.0,31.0,8.0,253.0,7.2,9.308376,8.907624,0.0
692,53.0,1.0,0.0,26.0,27.0,28.9,2.754459,5.048541,1.0
693,22.0,3.0,0.0,2.0,20.0,4.7,0.21902,0.72098,0.0
694,48.0,2.0,6.0,1.0,66.0,12.1,2.31594,5.67006,0.0
695,36.0,2.0,6.0,15.0,27.0,4.6,0.262062,0.979938,1.0
696,29.0,2.0,6.0,4.0,21.0,11.5,0.369495,2.045505,0.0
697,33.0,1.0,15.0,3.0,32.0,7.6,0.491264,1.940736,0.0
698,45.0,1.0,19.0,22.0,77.0,8.4,2.302608,4.165392,0.0
699,37.0,1.0,12.0,14.0,44.0,14.7,2.994684,3.473316,0.0
700,36.0,1.0,16.0,13.0,32.0,10.9,0.544128,2.943872,
701,50.0,1.0,6.0,27.0,21.0,12.9,1.316574,1.392426,
702,40.0,1.0,9.0,9.0,33.0,17.0,4.8807,0.7293,
703,31.0,1.0,5.0,7.0,23.0,2.0,0.046,0.414,
704,29.0,1.0,4.0,0.0,24.0,7.8,0.866736,1.005264,
705,25.0,2.0,1.0,3.0,14.0,9.9,0.232848,1.153152,
706,34.0,1.0,4.0,3.0,28.0,9.4,1.058064,1.573936,
707,50.0,1.0,30.0,8.0,150.0,32.5,13.5525,35.1975,
708,27.0,1.0,5.0,5.0,26.0,1.2,0.130416,0.181584,
709,31.0,4.0,7.0,12.0,97.0,6.0,1.82748,3.99252,
710,45.0,1.0,8.0,25.0,27.0,2.6,0.415584,0.286416,
711,35.0,1.0,10.0,8.0,28.0,1.3,0.109928,0.254072,
712,47.0,2.0,27.0,7.0,107.0,6.1,1.638277,4.888723,
713,50.0,3.0,25.0,7.0,94.0,5.3,1.733736,3.248264,
714,37.0,2.0,15.0,11.0,108.0,11.8,5.250528,7.493472,
715,46.0,1.0,7.0,6.0,41.0,23.4,0.585234,9.008766,
716,26.0,4.0,1.0,5.0,92.0,13.0,6.50624,5.45376,
717,33.0,1.0,16.0,12.0,46.0,8.1,2.399544,1.326456,
718,43.0,1.0,8.0,0.0,32.0,19.0,1.23424,4.84576,
719,49.0,2.0,14.0,26.0,63.0,15.8,0.935676,9.018324,
720,44.0,1.0,2.0,15.0,22.0,9.6,1.091904,1.020096,
721,32.0,1.0,12.0,10.0,33.0,11.2,0.79464,2.90136,
722,38.0,1.0,5.0,4.0,20.0,1.5,0.0915,0.2085,
723,52.0,1.0,33.0,23.0,139.0,5.6,2.288496,5.495504,
724,35.0,1.0,10.0,3.0,24.0,21.3,1.083744,4.028256,
725,33.0,4.0,4.0,12.0,22.0,5.5,0.56628,0.64372,
726,35.0,1.0,11.0,12.0,77.0,4.7,1.100176,2.518824,
727,34.0,2.0,9.0,3.0,40.0,1.6,0.37376,0.26624,
728,39.0,1.0,19.0,16.0,53.0,3.7,0.190217,1.770783,
729,31.0,1.0,8.0,4.0,27.0,5.4,0.673596,0.784404,
730,37.0,1.0,5.0,11.0,27.0,9.4,0.41877,2.11923,
731,44.0,1.0,19.0,9.0,40.0,10.9,0.34444,4.01556,
732,30.0,1.0,1.0,1.0,27.0,12.3,1.275264,2.045736,
733,37.0,1.0,18.0,9.0,58.0,10.3,2.86752,3.10648,
734,35.0,1.0,11.0,9.0,40.0,2.9,0.57188,,
735,43.0,1.0,4.0,11.0,26.0,7.1,0.751322,,
